Symbol,Date,Open,High,Low,Close,Volume
014830,2005-03-18,13314,13574,13314,13574,33134
014830,2005-03-21,13574,13648,13314,13389,35609
014830,2005-03-22,13500,13685,13388,13611,27827
014830,2005-03-23,13611,14019,13574,13611,49330
014830,2005-03-24,13648,13722,13240,13352,41259
014830,2005-03-25,13351,13463,13166,13463,34910
014830,2005-03-28,13388,13574,13277,13278,36205
014830,2005-03-29,13240,13351,13166,13166,39181
014830,2005-03-30,13092,13203,12535,12981,101876
014830,2005-03-31,13017,13166,12832,12907,22850
014830,2005-04-01,12832,12943,12610,12907,40538
014830,2005-04-04,12721,12980,12721,12907,17071
014830,2005-04-06,12832,12943,12647,12684,28867
014830,2005-04-07,12684,12832,12684,12833,9640
014830,2005-04-08,12869,13240,12832,13129,28520
014830,2005-04-11,12943,13166,12906,13092,6970
014830,2005-04-12,13092,13166,12906,12981,6209
014830,2005-04-13,12869,12980,12684,12758,15177
014830,2005-04-14,12684,12721,12572,12647,19391
014830,2005-04-15,12610,12610,12164,12425,24070
014830,2005-04-18,12016,12202,11979,11980,15230
014830,2005-04-19,12016,12239,12016,12091,5110
014830,2005-04-20,12090,12313,12016,12239,14470
014830,2005-04-21,11979,12424,11868,12425,12580
014830,2005-04-22,12424,12610,12239,12350,2580
014830,2005-04-25,11942,12387,11942,12165,2551
014830,2005-04-26,12202,12202,11942,12091,6231
014830,2005-04-27,11942,12016,11756,11794,12870
014830,2005-04-28,11756,11831,11571,11646,20840
014830,2005-04-29,11349,11682,11349,11572,7680
014830,2005-05-02,11460,12202,11460,11534,4990
014830,2005-05-03,11682,11682,11497,11572,10490
014830,2005-05-04,11571,11794,11423,11794,8130
014830,2005-05-06,11831,12016,11719,11942,6774
014830,2005-05-09,11942,12016,11868,11942,7520
014830,2005-05-10,11979,11979,11719,11794,3374
014830,2005-05-11,12016,12016,11682,11794,6285
014830,2005-05-12,11794,11794,11534,11534,6710
014830,2005-05-13,11534,11794,11460,11757,6170
014830,2005-05-16,11608,11756,11497,11720,4860
014830,2005-05-17,11571,11794,11497,11497,6020
014830,2005-05-18,11423,11608,11423,11572,12890
014830,2005-05-19,11571,12016,11534,11831,7851
014830,2005-05-20,11756,11942,11571,11942,10922
014830,2005-05-23,11868,11979,11831,11942,3260
014830,2005-05-24,11868,12053,11868,12017,4310
014830,2005-05-25,11942,12053,11905,11942,6785
014830,2005-05-26,11942,12053,11831,12054,6726
014830,2005-05-27,12053,12090,11979,12054,8010
014830,2005-05-30,11942,12053,11868,11942,9050
014830,2005-05-31,11942,12053,11942,12017,4010
014830,2005-06-01,12090,12202,11868,12202,7110
014830,2005-06-02,12053,12350,12053,12350,9730
014830,2005-06-03,12313,12461,12239,12425,7830
014830,2005-06-07,12387,12387,12276,12313,4690
014830,2005-06-08,12164,12535,12164,12165,6390
014830,2005-06-09,12127,12276,11979,12202,16670
014830,2005-06-10,12053,12239,12053,12165,10490
014830,2005-06-13,12090,12387,12090,12165,5600
014830,2005-06-14,12164,12276,12090,12091,4430
014830,2005-06-15,12053,12239,12016,12239,14270
014830,2005-06-16,12239,12350,12016,12313,48280
014830,2005-06-17,12239,12276,12127,12239,5590
014830,2005-06-20,12164,12535,12164,12425,38910
014830,2005-06-21,12572,12832,12498,12833,39715
014830,2005-06-22,12832,12832,12461,12462,21290
014830,2005-06-23,12461,12832,12387,12684,14960
014830,2005-06-24,12498,12980,12498,12684,25690
014830,2005-06-27,12572,13166,12535,13166,25280
014830,2005-06-28,13240,13240,12869,13018,15330
014830,2005-06-29,12906,13240,12758,13129,13260
014830,2005-06-30,13240,13685,13129,13648,40620
014830,2005-07-01,13648,13871,13574,13871,26185
014830,2005-07-04,13871,13982,13685,13908,16030
014830,2005-07-05,13722,13982,13685,13908,33550
014830,2005-07-06,13982,13982,13574,13723,11779
014830,2005-07-07,13611,13759,13574,13760,16060
014830,2005-07-08,13685,13796,13574,13611,11130
014830,2005-07-11,13500,13685,13240,13278,19490
014830,2005-07-12,13240,13537,13240,13389,6971
014830,2005-07-13,13277,13500,13277,13389,11300
014830,2005-07-14,13388,13796,13388,13537,23995
014830,2005-07-15,13722,13871,13574,13871,19840
014830,2005-07-18,13871,13871,13685,13723,17570
014830,2005-07-19,13648,14204,13648,14168,49870
014830,2005-07-20,14241,14278,14019,14094,39480
014830,2005-07-21,14093,15094,14093,14798,145936
014830,2005-07-22,14798,14909,14464,14909,36660
014830,2005-07-25,14761,15132,14761,14835,24160
014830,2005-07-26,14835,15057,14501,14613,56082
014830,2005-07-27,14464,15057,14464,14761,18310
014830,2005-07-28,14761,15057,14575,14984,32810
014830,2005-07-29,15057,15057,14612,14798,10010
014830,2005-08-01,14612,14798,14575,14687,7450
014830,2005-08-02,14464,14501,13759,14464,19775
014830,2005-08-03,14612,14724,14427,14464,19400
014830,2005-08-04,14464,14464,14019,14279,16570
014830,2005-08-05,13871,14278,13759,14205,11690
014830,2005-08-08,14278,14278,13908,13945,4520
014830,2005-08-09,13945,14167,13871,14168,4138
014830,2005-08-10,14241,14241,13945,14168,3870
014830,2005-08-11,14167,14167,13945,14168,27730
014830,2005-08-12,14093,14167,14019,14094,11795
014830,2005-08-16,14167,14241,13982,14094,6250
014830,2005-08-17,14241,14241,13871,14094,7420
014830,2005-08-18,14167,14167,13908,14094,4030
014830,2005-08-19,14056,14056,13759,13797,6630
014830,2005-08-22,13574,13982,13574,13945,5830
014830,2005-08-23,14019,14093,13722,13982,7530
014830,2005-08-24,13722,14019,13722,14019,8770
014830,2005-08-25,14019,14093,13945,14056,4200
014830,2005-08-26,14241,14241,13982,14019,9380
014830,2005-08-29,14019,14019,13648,13723,5350
014830,2005-08-30,13685,13796,13388,13611,8970
014830,2005-08-31,13463,13759,13463,13686,6530
014830,2005-09-01,13722,13759,13648,13686,7470
014830,2005-09-02,13685,13759,13537,13686,8050
014830,2005-09-05,13685,13796,13648,13760,9990
014830,2005-09-06,13722,13871,13722,13760,23450
014830,2005-09-07,13796,14093,13796,14094,17291
014830,2005-09-08,14093,14093,13796,14094,18120
014830,2005-09-09,14019,14464,14019,14316,19817
014830,2005-09-12,14316,14538,14278,14390,21813
014830,2005-09-13,14390,14390,14130,14279,21640
014830,2005-09-14,14093,14278,13945,14094,12586
014830,2005-09-15,14019,14241,13722,13723,11090
014830,2005-09-16,13722,13982,13722,13871,13680
014830,2005-09-20,13908,13945,13833,13945,40590
014830,2005-09-21,14056,14316,13945,14019,22440
014830,2005-09-22,14204,14204,13945,14131,17990
014830,2005-09-23,14316,14316,13796,14019,21940
014830,2005-09-26,14056,14056,13908,13945,31740
014830,2005-09-27,13945,14390,13945,14168,43041
014830,2005-09-28,14316,14835,14241,14650,97040
014830,2005-09-29,14686,14798,14501,14687,53575
014830,2005-09-30,14724,14835,14390,14390,27160
014830,2005-10-04,14390,14686,14390,14650,24460
014830,2005-10-05,14649,15132,14612,14984,38140
014830,2005-10-06,14761,15465,14761,15169,39980
014830,2005-10-07,15169,15317,14761,14761,20620
014830,2005-10-10,14724,15169,14724,15058,13932
014830,2005-10-11,15132,15317,15057,15317,18420
014830,2005-10-12,15132,15725,15132,15503,45972
014830,2005-10-13,15428,15465,14835,15355,47670
014830,2005-10-14,15206,15725,15206,15651,31590
014830,2005-10-17,15651,16096,14983,15429,26670
014830,2005-10-18,15280,15428,14835,15392,39120
014830,2005-10-19,14983,15391,14612,14835,38350
014830,2005-10-20,14724,15132,14724,15058,31450
014830,2005-10-21,14612,15577,14612,15466,24950
014830,2005-10-24,15725,16133,15465,15948,23900
014830,2005-10-25,16133,16318,15614,15985,18230
014830,2005-10-26,15947,16393,15577,16282,32800
014830,2005-10-27,16281,16318,15688,16245,19500
014830,2005-10-28,15947,15947,15651,15651,7982
014830,2005-10-31,15725,15947,15614,15837,4590
014830,2005-11-01,15836,16393,15836,16393,19489
014830,2005-11-02,16430,16875,16244,16875,24470
014830,2005-11-03,16763,16800,16467,16764,10940
014830,2005-11-04,16838,16875,16578,16690,2930
014830,2005-11-07,16504,16838,16133,16801,8310
014830,2005-11-08,16430,16726,16318,16504,5878
014830,2005-11-09,16467,16467,16170,16319,5450
014830,2005-11-10,16096,16541,16096,16541,11120
014830,2005-11-11,16800,16800,15985,16022,10100
014830,2005-11-14,16430,16430,16022,16208,14087
014830,2005-11-15,16504,16504,15947,16282,8820
014830,2005-11-16,16244,16467,16096,16282,11960
014830,2005-11-17,16281,16393,15947,16393,15830
014830,2005-11-18,16318,16949,16318,16541,30043
014830,2005-11-21,16467,16800,16393,16393,14170
014830,2005-11-22,16430,16763,16393,16393,42440
014830,2005-11-23,16430,16689,16096,16690,37810
014830,2005-11-24,16689,17134,16615,16764,24170
014830,2005-11-25,16949,16949,16652,16690,14810
014830,2005-11-28,16689,16689,16207,16430,24330
014830,2005-11-29,16652,16652,16393,16541,10100
014830,2005-11-30,16541,17060,16541,16838,45150
014830,2005-12-01,16467,17060,16393,17061,22630
014830,2005-12-02,16838,17134,16763,17024,8751
014830,2005-12-05,16652,17060,16615,16616,8730
014830,2005-12-06,16875,16875,16393,16541,14770
014830,2005-12-07,16393,16689,16022,16245,41050
014830,2005-12-08,16244,16318,15762,16096,22800
014830,2005-12-09,16096,16096,15799,15874,12898
014830,2005-12-12,16022,16800,16022,16690,29753
014830,2005-12-13,16467,16986,16244,16653,9600
014830,2005-12-14,16393,16689,16393,16653,22370
014830,2005-12-15,16652,17060,16318,16578,14880
014830,2005-12-16,16912,16912,16244,16319,11340
014830,2005-12-19,16281,16541,16244,16430,9800
014830,2005-12-20,16393,16504,15762,16467,11462
014830,2005-12-21,16467,16800,16430,16430,9659
014830,2005-12-22,16467,16578,15947,16578,25791
014830,2005-12-23,16467,17208,16467,17061,33091
014830,2005-12-26,17208,17208,16763,16838,18719
014830,2005-12-27,16763,16912,16726,16764,11330
014830,2005-12-28,16615,16615,16318,16541,10830
014830,2005-12-29,16689,16689,16393,16690,13290
014830,2006-01-02,16615,16726,16393,16616,10641
014830,2006-01-03,16355,16615,16244,16282,9070
014830,2006-01-04,16318,16467,16096,16245,25930
014830,2006-01-05,16133,16318,16096,16096,8500
014830,2006-01-06,16318,16318,16096,16170,7590
014830,2006-01-09,16059,16504,16022,16170,5760
014830,2006-01-10,16652,17060,16059,16208,10420
014830,2006-01-11,16096,16393,15985,16022,12200
014830,2006-01-12,15910,17283,15910,16430,40450
014830,2006-01-13,16170,16504,16133,16430,12540
014830,2006-01-16,16541,16541,16207,16319,13330
014830,2006-01-17,16318,16504,16318,16319,16800
014830,2006-01-18,16318,16355,16022,16059,12350
014830,2006-01-19,15688,16318,15577,16319,17380
014830,2006-01-20,16615,16615,15873,16170,7650
014830,2006-01-23,16059,16059,14835,14947,7362
014830,2006-01-24,14241,14761,13796,14687,36910
014830,2006-01-25,15243,15243,14612,14835,2520
014830,2006-01-26,14649,15057,13425,14613,58363
014830,2006-01-27,14835,15132,14612,15132,2480
014830,2006-01-31,15280,16022,14909,16022,14960
014830,2006-02-01,15947,15985,15206,15317,26480
014830,2006-02-02,15391,15577,15132,15355,4588
014830,2006-02-03,15354,15428,14909,15206,2730
014830,2006-02-06,14835,15317,14724,14984,1138
014830,2006-02-07,14761,15354,14761,15132,3400
014830,2006-02-08,15539,15539,15169,15355,290
014830,2006-02-09,15206,15502,15206,15429,1770
014830,2006-02-10,14835,15428,14835,15317,1100
014830,2006-02-13,14872,15502,14872,15317,1530
014830,2006-02-14,15317,15317,15206,15206,610
014830,2006-02-15,15132,15132,14798,14872,3750
014830,2006-02-16,14686,14983,14686,14761,6950
014830,2006-02-17,14983,14983,14649,14835,310
014830,2006-02-20,14761,14835,14538,14835,1560
014830,2006-02-21,14835,14909,14538,14835,1330
014830,2006-02-22,14501,14798,14501,14761,770
014830,2006-02-23,14835,14835,14390,14390,18410
014830,2006-02-24,14724,14724,14501,14502,1330
014830,2006-02-27,14464,14501,14278,14502,2110
014830,2006-02-28,14575,14575,14093,14353,4330
014830,2006-03-02,14316,14427,14167,14279,2980
014830,2006-03-03,14278,14278,13722,14019,2360
014830,2006-03-06,13722,15132,13722,14872,10640
014830,2006-03-07,14946,14946,13871,14168,8300
014830,2006-03-08,14427,14427,13796,14019,5620
014830,2006-03-09,13685,14093,13685,13945,2210
014830,2006-03-10,13759,14093,13759,14019,520
014830,2006-03-13,14019,14056,13871,13908,4220
014830,2006-03-14,13908,14019,13685,13834,1650
014830,2006-03-15,13611,14019,13500,13611,4630
014830,2006-03-16,13611,13648,13463,13611,3710
014830,2006-03-17,13722,14019,13574,13723,9700
014830,2006-03-20,13722,13945,13537,13945,7630
014830,2006-03-21,14056,14056,13722,13723,3020
014830,2006-03-22,13500,13759,13425,13686,1970
014830,2006-03-23,13722,14019,13648,13871,5660
014830,2006-03-24,13611,13945,13611,13723,19240
014830,2006-03-27,13759,14093,13722,14056,4460
014830,2006-03-28,14093,14093,13648,14019,840
014830,2006-03-29,14353,14353,13648,13723,2210
014830,2006-03-30,13648,13945,13648,13723,5130
014830,2006-03-31,13722,13759,13648,13723,3930
014830,2006-04-03,13722,13945,13722,13908,7920
014830,2006-04-04,13796,13833,13574,13611,6760
014830,2006-04-05,13648,13759,13574,13760,6710
014830,2006-04-06,13759,14278,13722,14056,15410
014830,2006-04-07,13945,14204,13796,14205,5770
014830,2006-04-10,14093,14204,14093,14094,5430
014830,2006-04-11,14278,14427,14093,14316,3630
014830,2006-04-12,14278,14390,14093,14316,5210
014830,2006-04-13,14278,14278,14130,14279,1800
014830,2006-04-14,14278,14761,14278,14761,7500
014830,2006-04-17,14761,14761,14464,14613,8870
014830,2006-04-18,14464,14538,14353,14539,12380
014830,2006-04-19,14501,14983,14427,14984,12560
014830,2006-04-20,14835,15020,14575,14984,9670
014830,2006-04-21,14983,14983,14612,14909,7150
014830,2006-04-24,14686,14909,14686,14909,2970
014830,2006-04-25,14761,14909,14686,14909,4840
014830,2006-04-26,14835,14909,14686,14761,6030
014830,2006-04-27,15057,15057,14835,15021,2100
014830,2006-04-28,14835,14909,14761,14872,2620
014830,2006-05-02,14612,14909,14612,14909,2130
014830,2006-05-03,14798,14909,14686,14761,6890
014830,2006-05-04,14724,14761,14501,14761,6330
014830,2006-05-08,14761,14761,14538,14761,6960
014830,2006-05-09,14835,15132,14761,14835,6980
014830,2006-05-10,14724,15280,14724,15280,3090
014830,2006-05-11,15539,15577,14909,15280,1170
014830,2006-05-12,15206,15317,15057,15206,3670
014830,2006-05-15,14909,15354,14798,14835,4240
014830,2006-05-16,14835,14835,14538,14798,8200
014830,2006-05-17,14464,14835,14427,14798,4980
014830,2006-05-18,14909,14909,14390,14835,2030
014830,2006-05-19,14798,14798,14538,14761,6970
014830,2006-05-22,14724,14724,14724,14724,100
014830,2006-05-23,14686,14686,14241,14390,2560
014830,2006-05-24,14390,14538,14278,14353,3540
014830,2006-05-25,15799,15799,14093,14131,6910
014830,2006-05-26,14427,14427,14019,14019,1350690
014830,2006-05-29,14390,14390,14093,14168,1318
014830,2006-05-30,14464,14464,13759,14353,2022
014830,2006-06-01,14241,14241,13945,14242,1590
014830,2006-06-02,13833,14278,13759,14019,9690
014830,2006-06-05,13833,14093,13833,14056,9250
014830,2006-06-07,13611,13945,13500,13945,12620
014830,2006-06-08,14019,14019,13537,14019,150550
014830,2006-06-09,14019,14019,13722,13723,980
014830,2006-06-12,14093,14093,14093,14094,10
014830,2006-06-13,14056,14167,13463,13908,830
014830,2006-06-14,13722,13796,13500,13797,11500
014830,2006-06-15,13574,13982,13574,13982,4020
014830,2006-06-16,14093,14093,13611,13611,950
014830,2006-06-19,13611,13611,13500,13500,120
014830,2006-06-20,13388,13500,13388,13500,1860
014830,2006-06-21,13500,13500,13351,13352,1600
014830,2006-06-22,13463,13500,13240,13463,2530
014830,2006-06-23,13463,13500,13277,13500,1080
014830,2006-06-26,13240,13685,13240,13686,2040
014830,2006-06-27,13685,13722,13685,13686,580
014830,2006-06-28,13685,13945,13685,13945,1020
014830,2006-06-29,13945,14798,13945,14390,8050
014830,2006-06-30,14353,14724,14278,14724,2510
014830,2006-07-03,14353,14353,14353,14353,0
014830,2006-07-04,13722,14427,13722,14427,2180
014830,2006-07-05,14427,14427,13833,14316,410
014830,2006-07-06,14278,14278,14241,14279,210
014830,2006-07-07,14798,14798,14019,14279,350
014830,2006-07-10,14278,14278,14278,14279,230
014830,2006-07-11,13796,14130,13796,14094,410
014830,2006-07-12,13759,13945,13722,13723,1020
014830,2006-07-13,13574,13648,13574,13648,640
014830,2006-07-14,13648,13833,13648,13834,1110
014830,2006-07-18,14686,14686,14390,14390,20
014830,2006-07-19,14204,14204,14204,14205,10
014830,2006-07-20,13759,14093,13685,13871,1150
014830,2006-07-21,13871,13871,13388,13537,1770
014830,2006-07-24,13833,13833,13833,13834,20
014830,2006-07-25,13500,13685,13388,13686,2480
014830,2006-07-26,13648,13982,13574,13611,1131
014830,2006-07-27,13611,13945,13500,13574,3930
014830,2006-07-28,13574,14464,13537,13686,740
014830,2006-07-31,14019,14019,13500,13760,680
014830,2006-08-01,13500,13871,13500,13760,1010
014830,2006-08-02,13574,13759,13500,13760,650
014830,2006-08-03,13648,13945,13648,13760,90
014830,2006-08-04,14019,14019,13574,13945,630
014830,2006-08-07,13648,13871,13648,13834,350
014830,2006-08-08,13574,14019,13574,14019,200
014830,2006-08-09,13648,13871,13537,13686,3280
014830,2006-08-10,13574,13574,13351,13463,5020
014830,2006-08-11,13463,13611,13463,13611,230
014830,2006-08-14,13574,13574,13425,13537,1240
014830,2006-08-16,13537,13871,13425,13574,2580
014830,2006-08-17,13537,13648,13463,13537,1260
014830,2006-08-18,13500,13722,13425,13537,900
014830,2006-08-21,13982,13982,13463,13500,1360
014830,2006-08-22,13500,13500,13388,13500,2120
014830,2006-08-23,13425,13500,13388,13389,1270
014830,2006-08-24,13388,13463,13351,13352,1000
014830,2006-08-25,13351,13500,13351,13500,1900
014830,2006-08-28,13537,13537,13351,13500,11500
014830,2006-08-29,13500,13500,13314,13500,3280
014830,2006-08-30,13388,13500,13388,13500,4630
014830,2006-08-31,13537,13722,13500,13574,10650
014830,2006-09-01,13611,13871,13611,13797,1870
014830,2006-09-04,13945,13945,13722,13945,1080
014830,2006-09-05,13722,13796,13611,13797,4470
014830,2006-09-06,13648,13722,13500,13723,4230
014830,2006-09-07,13722,13796,13722,13797,1870
014830,2006-09-08,13759,13796,13759,13760,1550
014830,2006-09-11,13759,13871,13759,13760,940
014830,2006-09-12,13574,13759,13500,13500,2771
014830,2006-09-13,13648,13648,13425,13574,640
014830,2006-09-14,13574,13722,13500,13648,430
014830,2006-09-15,13722,13722,13574,13686,2840
014830,2006-09-18,13537,13908,13537,13908,5281
014830,2006-09-19,13796,13796,13722,13797,2134
014830,2006-09-20,13796,13908,13759,13797,2350
014830,2006-09-21,13833,13833,13722,13834,5260
014830,2006-09-22,13945,14241,13796,13908,5010
014830,2006-09-25,13796,14538,13796,14390,7310
014830,2006-09-26,14390,14390,14019,14019,3730
014830,2006-09-27,14093,14353,14019,14056,7430
014830,2006-09-28,13871,14093,13833,13945,12890
014830,2006-09-29,13945,13945,13871,13945,6108
014830,2006-10-02,13945,14130,13722,13797,6850
014830,2006-10-04,13833,13871,13648,13648,10260
014830,2006-10-09,13759,13759,13351,13648,23330
014830,2006-10-10,13314,13611,13314,13463,4597
014830,2006-10-11,13351,13388,12758,12944,43510
014830,2006-10-12,12980,13240,12943,13055,8610
014830,2006-10-13,13055,13314,12943,13055,9290
014830,2006-10-16,13055,14204,13055,13537,39259
014830,2006-10-17,13574,13574,13203,13426,11990
014830,2006-10-18,13425,13537,13277,13352,11230
014830,2006-10-19,14204,14204,13388,13389,3920
014830,2006-10-20,13833,13833,13388,13574,21220
014830,2006-10-23,13537,13685,13425,13686,2680
014830,2006-10-24,14130,14167,13945,14094,17720
014830,2006-10-25,14167,14167,13945,13982,7144
014830,2006-10-26,14167,14241,14019,14131,8370
014830,2006-10-27,14204,14278,14130,14242,6180
014830,2006-10-30,14241,14501,14167,14390,8300
014830,2006-10-31,14353,14353,14093,14168,6340
014830,2006-11-01,14167,14835,14167,14427,10007
014830,2006-11-02,14501,14686,14316,14464,13640
014830,2006-11-03,14464,14909,14427,14835,40680
014830,2006-11-06,15132,15317,14946,15058,23110
014830,2006-11-07,15169,15465,15057,15206,34990
014830,2006-11-08,15169,15169,14835,15058,7480
014830,2006-11-09,14835,15280,14835,15280,5600
014830,2006-11-10,15354,15354,15132,15355,4620
014830,2006-11-13,15132,15317,14761,14947,13050
014830,2006-11-14,14946,15391,14946,15243,9730
014830,2006-11-15,15317,15391,15094,15206,24620
014830,2006-11-16,15206,15391,15132,15206,1014630
014830,2006-11-17,15614,17357,15577,15688,113433
014830,2006-11-20,15836,15985,15577,15800,35240
014830,2006-11-21,16170,16170,15799,16059,30500
014830,2006-11-22,15985,16022,15836,16022,31790
014830,2006-11-23,16244,16244,15577,15985,22920
014830,2006-11-24,15725,16096,15577,15948,47141
014830,2006-11-27,15799,16059,15651,15874,5240
014830,2006-11-28,15873,16022,15502,16022,17699
014830,2006-11-29,16022,16541,15873,16541,50450
014830,2006-11-30,16393,16615,16170,16504,20320
014830,2006-12-01,16244,16318,16022,16022,14470
014830,2006-12-04,16022,16022,15502,15725,6430
014830,2006-12-05,15577,15873,14835,14909,49973
014830,2006-12-06,15132,15132,14798,15095,33782
014830,2006-12-07,14983,15280,14983,15280,24300
014830,2006-12-08,15206,15428,15020,15429,27892
014830,2006-12-11,15428,16318,15428,15837,7940
014830,2006-12-12,16096,16096,15280,15725,24060
014830,2006-12-13,15725,15799,15577,15725,15740
014830,2006-12-14,15725,15947,15391,15800,20380
014830,2006-12-15,15465,15873,15465,15874,12970
014830,2006-12-18,15799,15873,15465,15577,33090
014830,2006-12-19,15577,15799,15465,15577,13700
014830,2006-12-20,15651,15799,15428,15503,16620
014830,2006-12-21,15539,15539,15317,15466,17070
014830,2006-12-22,15577,15577,15280,15392,19993
014830,2006-12-26,15354,15539,14946,15058,43330
014830,2006-12-27,14835,15057,14427,14909,15065
014830,2006-12-28,15020,15020,14761,14984,10260
014830,2007-01-02,15317,15317,14798,14984,8620
014830,2007-01-03,14872,14872,14427,14687,29610
014830,2007-01-04,14946,14946,14204,14613,34090
014830,2007-01-05,14464,14686,14316,14687,16790
014830,2007-01-08,14464,14946,14390,14539,13411
014830,2007-01-09,14686,14686,14278,14502,18140
014830,2007-01-10,14464,14464,13982,14316,22260
014830,2007-01-11,14427,14464,14019,14464,20565
014830,2007-01-12,14167,14353,14167,14316,50795
014830,2007-01-15,14353,14353,14241,14316,4630
014830,2007-01-16,14353,14353,14056,14094,16000
014830,2007-01-17,13945,14093,13871,14019,7030
014830,2007-01-18,14019,14167,14019,14168,7850
014830,2007-01-19,14167,14241,13833,14094,52413
014830,2007-01-22,14278,14278,13871,14019,23230
014830,2007-01-23,13871,14093,13500,13537,39180
014830,2007-01-24,13759,13982,13537,13982,55151
014830,2007-01-25,13945,14019,13759,14019,5660
014830,2007-01-26,13945,14686,13759,14427,9640
014830,2007-01-29,14575,14575,14167,14427,3890
014830,2007-01-30,14427,14464,13908,14094,14460
014830,2007-01-31,14093,14278,14019,14019,9700
014830,2007-02-01,14278,14278,14019,14205,16230
014830,2007-02-02,14167,14686,14019,14316,14960
014830,2007-02-05,14316,14501,13982,14056,14997
014830,2007-02-06,14167,14835,13982,14464,25030
014830,2007-02-07,14612,14612,14316,14539,15480
014830,2007-02-08,14427,14649,14390,14613,3930
014830,2007-02-09,14724,14724,14353,14539,11350
014830,2007-02-12,14575,14575,14353,14390,36400
014830,2007-02-13,14575,14575,14316,14390,12350
014830,2007-02-14,14686,14761,14353,14761,13540
014830,2007-02-15,14761,15354,14612,15169,54800
014830,2007-02-16,15020,15169,14649,14798,23155
014830,2007-02-20,14798,14798,14538,14650,9730
014830,2007-02-21,14835,14835,14390,14650,6930
014830,2007-02-22,14538,14612,14316,14427,26740
014830,2007-02-23,14390,14612,14316,14613,17890
014830,2007-02-26,14538,14909,14501,14539,16670
014830,2007-02-27,14686,14724,14390,14427,13359
014830,2007-02-28,14056,14316,13722,14056,20774
014830,2007-03-02,14056,14353,14019,14316,32470
014830,2007-03-05,14316,14316,14019,14168,4070
