Symbol,Date,Open,High,Low,Close,Volume
123330,2011-10-27,34225,34831,33581,34835,71345
123330,2011-10-28,35224,35224,33081,33942,115206
123330,2011-10-31,33581,34010,32331,33155,102621
123330,2011-11-01,33152,33152,31295,32511,144025
123330,2011-11-02,31331,34296,31295,34120,72725
123330,2011-11-03,34439,34581,33152,33297,71755
123330,2011-11-04,33938,34439,33402,34441,73498
123330,2011-11-07,34868,34868,33724,33977,33606
123330,2011-11-08,34154,34296,33509,33942,54005
123330,2011-11-09,34367,35546,33973,34728,73838
123330,2011-11-10,34367,34367,32866,34048,59802
123330,2011-11-11,34189,34510,33617,34513,57154
123330,2011-11-14,35082,36581,35010,36298,135615
123330,2011-11-15,35868,37012,35511,36442,87495
123330,2011-11-16,36938,36938,35439,35655,77540
123330,2011-11-17,35725,35939,34439,35585,78431
123330,2011-11-18,34723,35189,34618,34870,24908
123330,2011-11-21,34939,34939,33724,34513,59253
123330,2011-11-22,33938,34296,33473,34012,49102
123330,2011-11-23,33581,33724,31437,31441,124093
123330,2011-11-24,30794,32152,30365,31797,62966
123330,2011-11-25,31902,32152,29295,30369,82538
123330,2011-11-28,30723,31795,30365,31083,29650
123330,2011-11-29,31938,31938,29973,30724,72554
123330,2011-11-30,31081,32008,30687,31797,58220
123330,2011-12-01,32473,32510,30902,31154,93197
123330,2011-12-02,31009,31473,29973,30262,71858
123330,2011-12-05,30438,30473,28508,29011,164526
123330,2011-12-06,29295,29508,28723,28796,39502
123330,2011-12-07,29043,29365,27650,28904,123738
123330,2011-12-08,28257,29508,28257,28939,100736
123330,2011-12-09,28364,29722,28222,29297,59038
123330,2011-12-12,30329,30329,28616,28724,89976
123330,2011-12-13,28080,28687,26830,27082,164181
123330,2011-12-14,27007,27435,25792,26830,90412
123330,2011-12-15,26150,27435,26150,27332,74125
123330,2011-12-16,27329,28364,26865,27797,77012
123330,2011-12-19,27580,27580,23721,25509,55549
123330,2011-12-20,25792,27365,25507,27153,50714
123330,2011-12-21,27580,28435,27220,28118,46438
123330,2011-12-22,28080,28080,27220,28081,45090
123330,2011-12-23,28080,28294,27293,27295,41556
123330,2011-12-26,27293,27293,25865,26010,58958
123330,2011-12-27,26328,26686,25400,25616,46741
123330,2011-12-28,26042,27436,26042,27117,63180
123330,2011-12-29,26722,28294,26222,27939,39718
123330,2012-01-02,28044,28080,27329,27831,26714
123330,2012-01-03,28008,28937,27722,28296,90660
123330,2012-01-04,28508,28579,27220,27474,62975
123330,2012-01-05,27220,30008,26649,29224,194527
123330,2012-01-06,30187,32152,29830,30369,500278
123330,2012-01-09,30937,31188,29901,30582,96645
123330,2012-01-10,30866,31295,30651,31047,125718
123330,2012-01-11,31045,31222,30151,30798,75927
123330,2012-01-12,30723,30937,29794,30369,73919
123330,2012-01-13,31508,31723,30294,30369,87691
123330,2012-01-16,29901,30222,29614,29654,54460
123330,2012-01-17,29722,30937,29614,29868,60067
123330,2012-01-18,30365,30616,29722,30226,47446
123330,2012-01-19,30365,30365,29545,30011,45227
123330,2012-01-20,30187,30222,28687,29403,88806
123330,2012-01-25,29295,29401,27722,27974,126907
123330,2012-01-26,28008,28579,27973,28439,67100
123330,2012-01-27,28435,28793,27973,28690,34546
123330,2012-01-30,28294,28579,26935,27439,82897
123330,2012-01-31,27079,27686,27079,27546,68624
123330,2012-02-01,27436,28472,27436,27724,147272
123330,2012-02-02,28364,28364,26686,26866,200607
123330,2012-02-03,26793,27114,26222,26224,101149
123330,2012-02-06,26328,26542,25149,26081,136297
123330,2012-02-07,25828,27258,25615,27117,89240
123330,2012-02-08,27185,27401,26507,27010,66983
123330,2012-02-09,27043,27401,26365,27332,104841
123330,2012-02-10,27436,28435,27258,28224,142713
123330,2012-02-13,28723,28793,28044,28796,72452
123330,2012-02-14,28793,28937,28080,28188,65005
123330,2012-02-15,28187,28187,26935,27403,187681
123330,2012-02-16,27007,27758,27007,27189,64667
123330,2012-02-17,27650,27792,27079,27474,120416
123330,2012-02-20,27650,28294,27472,27724,91268
123330,2012-02-21,28151,28151,27150,27403,65412
123330,2012-02-22,27650,27865,26972,27225,38244
123330,2012-02-23,26865,27114,26579,26974,40824
123330,2012-02-24,26722,27615,26507,27474,69415
123330,2012-02-27,27329,27758,27150,27690,38624
123330,2012-02-28,27792,27973,27365,27867,48274
123330,2012-02-29,28114,28187,27472,27761,63547
123330,2012-03-02,27722,27722,26972,27295,58996
123330,2012-03-05,27365,28364,27150,27974,136674
123330,2012-03-06,28222,28222,27650,27867,55816
123330,2012-03-07,27220,29365,27220,29369,151932
123330,2012-03-08,29614,31831,29508,30190,463404
123330,2012-03-09,30723,32046,30581,31905,312067
123330,2012-03-12,32258,33224,31258,32726,216563
123330,2012-03-13,33081,33116,32152,32511,102811
123330,2012-03-14,33116,33116,32152,32619,113291
123330,2012-03-15,32616,34296,32473,34298,140551
123330,2012-03-16,34080,34439,33189,33942,96101
123330,2012-03-19,34296,34296,32188,32297,95904
123330,2012-03-20,32296,32724,31115,32227,139546
123330,2012-03-21,31616,33152,31616,33155,57037
123330,2012-03-22,33010,34045,32830,34048,100615
123330,2012-03-23,34045,34367,33116,33371,43051
123330,2012-03-26,33224,33938,32366,32370,42372
123330,2012-03-27,32580,33547,32115,32835,49421
123330,2012-03-28,32866,33045,32008,32798,35808
123330,2012-03-29,32580,32902,31795,32048,37350
123330,2012-03-30,31723,33724,31723,33727,81904
123330,2012-04-02,33795,34260,33152,33155,48629
123330,2012-04-03,33439,33439,31366,32440,136168
123330,2012-04-04,32438,32438,31081,31583,70760
123330,2012-04-05,31508,31866,30402,31012,63301
123330,2012-04-06,30723,31687,30508,31369,48626
123330,2012-04-09,31366,31366,30044,31012,30258
123330,2012-04-10,30937,32046,30937,31940,42018
123330,2012-04-12,32008,32366,31616,32156,23951
123330,2012-04-13,32152,32795,31616,31797,33075
123330,2012-04-16,31759,31973,30723,31797,33573
123330,2012-04-17,31580,32008,30830,31012,24369
123330,2012-04-18,31081,31258,30402,30977,32684
123330,2012-04-19,30830,30902,29722,30154,67581
123330,2012-04-20,30151,30473,29472,29904,41858
123330,2012-04-23,30044,31115,29329,30011,51382
123330,2012-04-24,29007,29794,28472,29082,58440
123330,2012-04-25,28829,29579,28508,29047,30054
123330,2012-04-26,29295,29437,27615,28617,45432
123330,2012-04-27,28687,28865,28008,28724,30284
123330,2012-04-30,28687,29295,28151,28724,30943
123330,2012-05-02,28579,28793,27937,28404,40911
123330,2012-05-03,28222,29722,27937,29297,43003
123330,2012-05-04,29295,29472,28723,29224,21466
123330,2012-05-07,28759,28793,28008,28296,33356
123330,2012-05-08,28151,28508,27542,27831,53859
123330,2012-05-09,27792,28044,27114,27439,35599
123330,2012-05-10,27436,28793,27401,28404,33247
123330,2012-05-11,28222,29508,28008,29297,54881
123330,2012-05-14,29508,29722,28651,29654,55320
123330,2012-05-15,29437,29508,28364,29511,32823
123330,2012-05-16,29722,29973,28616,28904,27812
123330,2012-05-17,28472,29187,28114,29155,36321
123330,2012-05-18,28900,28900,27401,28510,71262
123330,2012-05-21,28187,28616,27435,27939,46002
123330,2012-05-22,28472,28900,27650,28475,47977
123330,2012-05-23,28579,28579,27792,27831,35116
123330,2012-05-24,28294,29830,28222,29511,141276
123330,2012-05-25,29652,31009,29329,30941,134109
123330,2012-05-29,30937,31081,30258,30333,67965
123330,2012-05-30,30937,31366,30438,31332,101574
123330,2012-05-31,31222,31652,30830,30941,68365
123330,2012-06-01,31081,32510,30723,32227,162630
123330,2012-06-04,31295,31866,30294,31083,100111
123330,2012-06-05,31366,31759,30723,31296,87625
123330,2012-06-07,31723,32866,31331,32156,210291
123330,2012-06-08,32580,32938,31258,31477,147199
123330,2012-06-11,32115,32258,31580,32083,69629
123330,2012-06-12,31652,32866,31508,32083,101242
123330,2012-06-13,32296,32510,31759,32190,64095
123330,2012-06-14,32653,34154,32331,33870,206753
123330,2012-06-15,33867,34154,33260,33512,94419
123330,2012-06-18,34080,34974,33653,33870,116103
123330,2012-06-19,33761,34080,33295,34085,67722
123330,2012-06-20,34510,34618,33867,33942,53867
123330,2012-06-21,34581,35295,33973,35299,125816
123330,2012-06-22,35010,36225,34868,35370,72501
123330,2012-06-25,35796,36869,35654,36084,106515
123330,2012-06-26,35725,36367,35511,36298,93460
123330,2012-06-27,36796,37153,35368,36228,94217
123330,2012-06-28,36511,36581,35153,35729,85400
123330,2012-06-29,35725,36297,34618,35013,85321
123330,2012-07-02,35511,36225,35153,35800,70215
123330,2012-07-03,35796,37511,35796,36514,141249
123330,2012-07-04,36297,37083,36082,36870,79637
123330,2012-07-05,36938,37583,36439,37013,66626
123330,2012-07-06,37511,37868,37012,37299,58659
123330,2012-07-09,37583,37583,36439,37585,61840
123330,2012-07-10,37153,37583,35725,36013,132485
123330,2012-07-11,35725,36225,34618,35655,125847
123330,2012-07-12,35368,35796,33295,33297,173115
123330,2012-07-13,33617,34688,32046,33297,161474
123330,2012-07-16,33688,34618,33473,34513,60612
123330,2012-07-17,34510,35153,34154,34549,39812
123330,2012-07-18,34974,35082,33581,33727,35081
123330,2012-07-19,33830,34403,33509,33512,44067
123330,2012-07-20,33724,34796,33724,34620,54110
123330,2012-07-23,34296,34868,34189,34441,31738
123330,2012-07-24,34154,34581,33295,33835,53324
123330,2012-07-25,33509,34154,33402,33727,45260
123330,2012-07-26,33547,34296,32902,33297,66992
123330,2012-07-27,33938,33973,32760,33512,52122
123330,2012-07-30,33152,33439,32152,32227,101328
123330,2012-07-31,32258,32866,31687,31868,82407
123330,2012-08-01,31902,32546,31795,31833,64604
123330,2012-08-02,31866,32081,30508,30762,117185
123330,2012-08-03,30402,31115,30116,30226,76267
123330,2012-08-06,30329,31580,30294,31226,105962
123330,2012-08-07,31580,31580,30651,31154,57494
123330,2012-08-08,31437,32438,31331,31655,152544
123330,2012-08-09,31902,32081,31222,31726,77350
123330,2012-08-10,31759,33010,31402,32869,105471
123330,2012-08-13,33116,34154,32580,33727,125644
123330,2012-08-14,34010,34403,33724,34191,89841
123330,2012-08-16,34080,34974,33830,34905,79214
123330,2012-08-17,35010,35332,34474,35263,64073
123330,2012-08-20,35295,35439,34688,34870,60042
123330,2012-08-21,35082,35511,34723,34941,57619
123330,2012-08-22,34332,35439,34332,34835,87271
123330,2012-08-23,35118,36367,35118,36298,120618
123330,2012-08-24,36297,37440,35581,36442,147671
123330,2012-08-27,36725,36725,35404,36298,55674
123330,2012-08-28,36654,37297,35868,36371,107223
123330,2012-08-29,36581,36581,35654,35870,62863
123330,2012-08-30,36225,36225,35295,36228,66157
123330,2012-08-31,35868,39226,35796,38943,231413
123330,2012-09-03,39297,39798,38012,39300,137027
123330,2012-09-04,39941,40512,36511,38301,165797
123330,2012-09-05,38583,38941,37083,38371,96738
123330,2012-09-06,38655,39798,37868,39729,84857
123330,2012-09-07,39369,40226,38941,39443,99791
123330,2012-09-10,39941,40799,38368,38800,149322
123330,2012-09-11,38798,39011,37511,38657,145029
123330,2012-09-12,38868,39511,38296,38443,75179
123330,2012-09-13,38512,41869,38439,41373,282431
123330,2012-09-14,41369,41727,39369,41015,215036
123330,2012-09-17,41441,41727,38439,38657,230276
123330,2012-09-18,39083,40369,38227,39871,142386
123330,2012-09-19,40226,41441,40012,41444,146018
123330,2012-09-20,41441,43585,40869,43302,214765
123330,2012-09-21,43942,45014,42799,45016,179386
123330,2012-09-24,46442,47157,45727,46661,270927
123330,2012-09-25,48587,50087,45657,47160,313055
123330,2012-09-26,46800,46872,44657,45660,185489
123330,2012-09-27,45085,46158,43585,46016,181096
123330,2012-09-28,46300,47872,44727,46231,216751
123330,2012-10-02,46372,46372,44657,45016,110111
123330,2012-10-04,44871,45514,42942,44017,215290
123330,2012-10-05,44299,46300,43084,46089,176948
123330,2012-10-08,46442,48015,45800,47661,154326
123330,2012-10-09,47801,47801,46300,46803,116518
123330,2012-10-10,46442,46514,44942,45016,126702
123330,2012-10-11,44371,46016,44228,45802,164313
123330,2012-10-12,45372,47372,44942,46159,148824
123330,2012-10-15,46158,47157,44085,44159,211347
123330,2012-10-16,43370,44156,40442,43015,380803
123330,2012-10-17,43084,43728,40726,42158,163234
123330,2012-10-18,42084,43157,38868,39228,223684
123330,2012-10-19,38655,40442,37440,40015,146858
123330,2012-10-22,39297,42870,39297,42873,142523
123330,2012-10-23,42512,43514,42084,42443,102476
123330,2012-10-24,41869,43370,41154,43374,81572
123330,2012-10-25,43084,43799,41013,41159,95162
123330,2012-10-26,41227,41941,39727,41159,53193
123330,2012-10-29,41727,41727,39654,40229,42351
123330,2012-10-30,40012,42228,39941,42088,69045
123330,2012-10-31,42442,42942,41800,42373,70077
123330,2012-11-01,42155,43585,41512,42373,112344
123330,2012-11-02,43227,44657,43013,44159,170226
123330,2012-11-05,43728,45085,43728,44159,79258
123330,2012-11-06,44442,44657,42370,42873,100005
123330,2012-11-07,42799,42870,41584,42230,94248
123330,2012-11-08,41369,43299,41298,42873,90165
123330,2012-11-09,42799,42870,41727,41873,80128
123330,2012-11-12,42084,43799,41298,43658,119511
123330,2012-11-13,44156,44657,42155,42659,112873
123330,2012-11-14,42942,44871,42155,42802,263794
123330,2012-11-15,40084,41656,36439,36442,306571
123330,2012-11-16,33581,35010,31081,34441,562454
123330,2012-11-19,34545,36511,34510,35263,190755
123330,2012-11-20,35688,35688,33581,34334,151358
123330,2012-11-21,34045,35332,33581,33942,120149
123330,2012-11-22,34154,35224,33365,34405,82976
123330,2012-11-23,34761,36796,34761,36585,204282
123330,2012-11-26,37153,37868,36439,36870,114906
123330,2012-11-27,36869,36869,35546,35549,77955
123330,2012-11-28,36011,36225,35332,35620,52557
123330,2012-11-29,35796,36225,35511,36228,57626
123330,2012-11-30,36082,36439,35546,36156,61795
123330,2012-12-03,36581,36725,35725,35729,68384
123330,2012-12-04,36011,36153,35368,35370,56336
123330,2012-12-05,35725,35725,33938,34298,86995
123330,2012-12-06,33973,35082,30008,30977,352740
123330,2012-12-07,30687,32366,30651,31511,132847
123330,2012-12-10,31795,32081,31258,31868,42171
123330,2012-12-11,31866,31866,30294,30369,89103
123330,2012-12-12,30402,30866,29508,30404,99018
123330,2012-12-13,30222,31687,30222,31655,95535
123330,2012-12-14,31938,33081,31866,33011,111478
123330,2012-12-17,33581,33581,31331,31369,139770
123330,2012-12-18,31115,31616,30187,30547,118217
123330,2012-12-20,30794,31402,28616,29654,166354
123330,2012-12-21,28937,29295,26115,26439,428561
123330,2012-12-24,25865,27293,25828,27225,170848
123330,2012-12-26,27220,27722,26649,27260,118264
123330,2012-12-27,27851,29197,27811,29001,83879
123330,2012-12-28,29039,30462,28325,29714,50959
123330,2013-01-02,30185,30305,29236,29358,67024
123330,2013-01-03,29157,29275,27535,27815,141347
123330,2013-01-04,27298,28208,27298,27932,89484
123330,2013-01-07,28247,28879,28049,28723,57206
123330,2013-01-08,28801,29711,28801,29041,106799
123330,2013-01-09,29354,29869,28681,29476,93682
123330,2013-01-10,29830,29830,29275,29792,60546
123330,2013-01-11,29830,30067,29117,29158,68155
123330,2013-01-14,29157,31174,28524,31058,160950
123330,2013-01-15,30739,30937,28880,28923,207424
123330,2013-01-16,28998,28998,27693,27893,153154
123330,2013-01-17,27890,28406,26981,27221,128597
123330,2013-01-18,27417,27890,26902,27299,92985
123330,2013-01-21,27377,27574,26981,27023,73607
123330,2013-01-22,27298,27535,26942,27299,56403
123330,2013-01-23,27377,27733,27020,27062,87931
123330,2013-01-24,27060,27178,26268,26350,74432
123330,2013-01-25,26626,26981,25913,26152,74093
123330,2013-01-28,26268,26902,26110,26232,65998
123330,2013-01-29,26268,26545,26150,26311,50942
123330,2013-01-30,26387,26466,25083,25202,129740
123330,2013-01-31,25002,25318,23776,23937,179300
123330,2013-02-01,23894,24013,22114,23264,352405
123330,2013-02-04,23303,23657,22392,23303,125290
123330,2013-02-05,22945,24409,22905,23739,167772
123330,2013-02-06,23737,23934,22865,22987,169346
123330,2013-02-07,23025,23222,22114,22156,127489
123330,2013-02-08,21957,22747,21679,22749,113321
123330,2013-02-12,22589,23142,22272,22553,57168
123330,2013-02-13,22747,23697,22629,23382,103259
123330,2013-02-14,23657,23973,23460,23739,84467
123330,2013-02-15,23737,24607,23460,24530,122653
123330,2013-02-18,24764,24846,24172,24371,88184
123330,2013-02-19,24529,25715,24211,25441,195300
123330,2013-02-20,25556,25952,25083,25322,113633
123330,2013-02-21,25083,25437,24529,25202,124973
123330,2013-02-22,25240,25992,24764,25678,89534
123330,2013-02-25,25083,25517,24291,25162,164002
123330,2013-02-26,24846,25477,24846,25044,70330
123330,2013-02-27,25083,25596,24685,24729,82787
123330,2013-02-28,24805,24963,24132,24135,99079
123330,2013-03-04,24092,24092,23460,23581,111518
123330,2013-03-05,23697,24172,23538,23779,135143
123330,2013-03-06,24251,25715,24132,25717,298858
123330,2013-03-07,25873,26387,25200,26192,224756
123330,2013-03-08,26348,26626,25873,26113,116392
123330,2013-03-11,25675,27020,25161,27023,208788
123330,2013-03-12,27020,27653,26626,27458,216834
123330,2013-03-13,27574,27693,26902,27062,112631
123330,2013-03-14,27060,27138,26150,26271,148424
123330,2013-03-15,26506,27178,26031,26034,126965
123330,2013-03-18,26110,26822,25399,25479,101104
123330,2013-03-19,25715,26228,25675,26152,77426
123330,2013-03-20,26348,27178,25675,26786,139081
123330,2013-03-21,27020,27417,26189,26311,117198
123330,2013-03-22,26309,27298,26268,27299,109684
123330,2013-03-25,27574,27614,26902,27418,130062
123330,2013-03-26,27535,27771,27098,27537,107712
123330,2013-03-27,27614,28009,27138,27537,111749
123330,2013-03-28,27771,29039,27455,29041,303068
123330,2013-03-29,29078,29354,28762,29198,156871
123330,2013-04-01,28959,29157,28325,28329,124809
123330,2013-04-02,28602,28681,27733,28051,108208
123330,2013-04-03,28049,28365,27693,28209,86841
123330,2013-04-04,28009,28009,26506,27458,113303
123330,2013-04-05,27535,28208,26189,26192,144991
123330,2013-04-08,26466,26585,24132,24570,125113
123330,2013-04-09,24211,25122,23737,24807,90831
123330,2013-04-10,24805,25556,24409,25084,59975
123330,2013-04-11,25477,25675,24725,25401,64948
123330,2013-04-12,25399,25477,24645,24925,72428
123330,2013-04-15,24685,25358,24369,24966,76316
123330,2013-04-16,24092,24645,21244,21246,566842
123330,2013-04-17,21244,21679,19029,20573,936039
123330,2013-04-18,20176,20966,19977,20653,223061
123330,2013-04-19,20650,20729,19108,19230,236875
123330,2013-04-22,19226,20492,18831,19941,241296
123330,2013-04-23,20176,20492,19542,20020,140098
123330,2013-04-24,20097,21481,20018,21206,310534
123330,2013-04-25,21244,21758,20729,21009,240765
123330,2013-04-26,21125,21600,21125,21523,142652
123330,2013-04-29,21520,22511,21362,21918,143250
123330,2013-04-30,21995,22154,21362,21682,103162
123330,2013-05-02,21995,21995,21402,21602,62681
123330,2013-05-03,21640,21838,20929,21009,133530
123330,2013-05-06,21244,22075,20729,22078,141780
123330,2013-05-07,21957,22826,21758,22709,233553
123330,2013-05-08,22786,22786,21838,22078,198213
123330,2013-05-09,22075,22075,21166,21286,171295
123330,2013-05-10,21362,21719,20929,21088,91625
123330,2013-05-13,21244,21600,20966,21009,58387
123330,2013-05-14,20849,20849,19622,20099,299167
123330,2013-05-15,20215,20452,20018,20138,73695
123330,2013-05-16,20176,20690,20058,20456,77379
123330,2013-05-20,20531,21006,20255,20772,81889
123330,2013-05-21,20729,20966,20452,20495,54128
123330,2013-05-22,20768,21166,20413,20969,81382
123330,2013-05-23,21125,21125,20215,20257,122604
123330,2013-05-24,20334,20492,19858,20020,56797
123330,2013-05-27,20097,20492,19977,20099,59688
123330,2013-05-28,20097,20452,19938,20138,67574
123330,2013-05-29,20255,20334,19977,19981,77051
123330,2013-05-30,19740,20176,19385,19941,112946
123330,2013-05-31,19701,20572,19661,20257,141384
123330,2013-06-03,20137,20768,20137,20573,73270
123330,2013-06-04,20650,20729,20018,20138,60338
123330,2013-06-05,19938,20255,19424,19465,65154
123330,2013-06-07,19464,19740,18594,18595,96774
123330,2013-06-10,18435,19305,18435,19308,36091
123330,2013-06-11,19068,19346,18672,19030,43876
123330,2013-06-12,19029,19068,18712,18991,20399
123330,2013-06-13,18831,18831,18237,18476,48072
123330,2013-06-14,18752,18752,17841,17883,52894
123330,2013-06-17,17605,17723,16575,16696,153297
123330,2013-06-18,16654,16971,16180,16973,85157
123330,2013-06-19,17129,17208,15784,15945,126904
123330,2013-06-20,15429,16535,15071,15509,222269
123330,2013-06-21,14637,15863,14637,15826,93034
123330,2013-06-24,15586,16022,15230,15232,52123
123330,2013-06-25,14795,15270,13292,13452,162682
123330,2013-06-26,13766,14320,13766,14005,82401
123330,2013-06-27,14241,14716,14201,14362,165234
123330,2013-06-28,15032,16497,14755,15826,689400
123330,2013-07-01,15625,16614,15468,16024,204844
123330,2013-07-02,16061,16258,15546,15707,109225
123330,2013-07-03,15863,16101,15429,15588,87693
123330,2013-07-04,15586,16101,15546,16103,79334
123330,2013-07-05,16180,16338,15706,15747,94081
123330,2013-07-08,15625,15942,14914,14916,130213
123330,2013-07-09,15032,15270,14637,15035,96879
123330,2013-07-10,15071,15112,14716,14718,42914
123330,2013-07-11,14914,15625,14914,15193,214677
123330,2013-07-12,15190,17011,15112,16618,481669
123330,2013-07-15,16457,17169,16298,16973,148969
123330,2013-07-16,17050,17169,16694,16933,156933
123330,2013-07-17,17011,18237,16933,17566,335701
123330,2013-07-18,17644,17881,17287,17725,115310
123330,2013-07-19,17405,17841,17249,17250,106592
123330,2013-07-22,17129,18277,17129,18042,110649
123330,2013-07-23,18197,18514,17723,18082,92754
123330,2013-07-24,18197,18197,17762,17883,64499
123330,2013-07-25,17881,17881,17445,17646,51666
123330,2013-07-26,17405,18158,17405,17765,62365
123330,2013-07-29,17762,18594,17485,18200,95599
123330,2013-07-30,18435,19108,18395,18991,158820
123330,2013-07-31,18831,19146,18672,18913,70954
123330,2013-08-01,18909,19385,18831,18913,74821
123330,2013-08-02,18909,19622,18909,19110,91522
123330,2013-08-05,19146,19226,18632,18991,66171
123330,2013-08-06,18988,19029,18118,18319,124523
123330,2013-08-07,18237,18988,18040,18595,119385
123330,2013-08-08,18475,18831,18435,18753,48308
123330,2013-08-09,18909,19029,18395,18913,66013
123330,2013-08-12,18949,19186,18475,18556,53466
123330,2013-08-13,18435,18594,18237,18319,56709
123330,2013-08-14,18277,19186,18237,19189,139319
123330,2013-08-16,18949,19701,18791,19545,107056
123330,2013-08-19,19503,19542,18909,18953,73976
123330,2013-08-20,18672,19186,18077,18161,99547
123330,2013-08-21,18118,18594,17327,18082,106056
123330,2013-08-22,17762,18040,17327,17725,72027
123330,2013-08-23,17841,18435,17841,17883,71514
123330,2013-08-26,18118,18594,18118,18438,54839
123330,2013-08-27,18594,18672,17802,18278,109688
123330,2013-08-28,17960,18395,17762,18238,47387
123330,2013-08-29,18554,18554,16892,18121,246774
123330,2013-08-30,18077,19938,17564,19189,324241
123330,2013-09-02,19385,20176,19146,19981,239775
123330,2013-09-03,19977,20492,19661,19981,182513
123330,2013-09-04,20255,20729,19938,20613,138150
123330,2013-09-05,20729,20929,20058,20613,110041
123330,2013-09-06,20097,20531,19780,19822,149111
123330,2013-09-09,20058,20572,19622,20535,106240
123330,2013-09-10,20650,20849,20058,20415,79346
123330,2013-09-11,20413,20531,20018,20495,56867
123330,2013-09-12,20729,20729,20255,20495,58093
123330,2013-09-13,20492,21679,20413,21483,251903
123330,2013-09-16,21679,21679,21125,21365,83522
123330,2013-09-17,21362,22193,21362,21642,143413
123330,2013-09-23,21719,22034,21362,22037,79806
123330,2013-09-24,22034,22352,21758,22315,85739
123330,2013-09-25,22154,22392,21877,22037,77194
123330,2013-09-26,21917,21995,21441,21483,83197
123330,2013-09-27,21679,21719,21441,21523,57214
123330,2013-09-30,21719,22471,21719,21918,146810
123330,2013-10-01,21679,21995,20452,20733,208767
123330,2013-10-02,20768,21046,20018,20613,141521
123330,2013-10-04,20413,21284,20255,21286,76475
123330,2013-10-07,21244,21402,20413,20415,82478
123330,2013-10-08,20334,20572,19898,20336,50408
123330,2013-10-10,20334,20809,20215,20811,60323
123330,2013-10-11,21125,21125,20452,20969,60107
123330,2013-10-14,20650,20849,20374,20613,41950
123330,2013-10-15,20374,20729,20097,20296,49973
123330,2013-10-16,20413,20413,19464,19545,80031
123330,2013-10-17,19622,19898,18237,18556,147376
123330,2013-10-18,18554,19108,18316,18953,50630
123330,2013-10-21,19068,19622,18988,19506,60030
123330,2013-10-22,19542,19858,19385,19703,33924
123330,2013-10-23,19858,19898,19068,19386,32237
123330,2013-10-24,19503,19898,19029,19862,28079
123330,2013-10-25,19938,19938,19503,19703,27881
123330,2013-10-28,19898,19898,19186,19665,15365
123330,2013-10-29,19701,19701,19226,19665,35937
123330,2013-10-30,19503,19858,19464,19545,31166
123330,2013-10-31,19424,19898,19385,19782,40716
123330,2013-11-01,19701,19898,19424,19584,23589
